,Imóvel,Preço (R$),Aluguel (R$),Bairro,Área (m²),Quartos,Banheiros,Vagas
7828,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
7829,Sala/Conjunto,0,600,República,20,0,1,0
7830,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
7831,Apartamento,700,2300,Jaguaré,70,3,2,2
7832,Apartamento,724,1800,Vila Paulista,76,3,2,1
7833,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
7834,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
7835,Apartamento,781,1800,Sumaré,50,1,1,1
7836,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
7837,Apartamento,0,2600,Bela Vista,48,1,1,0
7838,Apartamento,0,4500,Perdizes,140,3,3,2
7839,Sala/Conjunto,0,1950,República,65,0,2,0
7840,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
7841,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
7842,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
7843,Apartamento,250,1051,Liberdade,30,1,1,0
7844,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
7845,Apartamento,650,1700,Consolação,50,2,1,1
7846,Apartamento,925,3999,Itaim Bibi,95,2,1,0
7847,Casa,2350,950,Jardim Japão,40,1,1,0
7848,Apartamento,590,1100,Vila Andrade,35,1,1,1
7849,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
7850,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
7851,Apartamento,651,1500,Vila Água Funda,75,2,2,1
7852,Apartamento,1150,3200,Vila Mariana,110,3,2,1
7853,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
7854,Apartamento,850,5900,Sumaré,74,2,3,2
7855,Apartamento,450,3200,Indianópolis,36,1,1,0
7856,Apartamento,0,1350,Vila Madalena,24,1,1,0
7857,Apartamento,536,2800,Brooklin,47,1,1,1
7858,Sala/Conjunto,0,1700,Santana,60,0,1,0
7859,Apartamento,480,1500,Brás,49,2,1,1
7860,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
7861,Apartamento,550,2000,Moema,54,1,1,1
7862,Apartamento,410,1800,Vila Mariana,44,1,1,0
7863,Apartamento,506,2100,Barra Funda,60,2,2,1
7864,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
7865,Sala/Conjunto,0,600,República,20,0,1,0
7866,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
7867,Apartamento,700,2300,Jaguaré,70,3,2,2
7868,Apartamento,724,1800,Vila Paulista,76,3,2,1
7869,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
7870,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
7871,Apartamento,781,1800,Sumaré,50,1,1,1
7872,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
7873,Apartamento,0,2600,Bela Vista,48,1,1,0
7874,Apartamento,0,4500,Perdizes,140,3,3,2
7875,Sala/Conjunto,0,1950,República,65,0,2,0
7876,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
7877,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
7878,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
7879,Apartamento,250,1051,Liberdade,30,1,1,0
7880,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
7881,Apartamento,650,1700,Consolação,50,2,1,1
7882,Apartamento,925,3999,Itaim Bibi,95,2,1,0
7883,Casa,2350,950,Jardim Japão,40,1,1,0
7884,Apartamento,590,1100,Vila Andrade,35,1,1,1
7885,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
7886,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
7887,Apartamento,651,1500,Vila Água Funda,75,2,2,1
7888,Apartamento,1150,3200,Vila Mariana,110,3,2,1
7889,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
7890,Apartamento,850,5900,Sumaré,74,2,3,2
7891,Apartamento,450,3200,Indianópolis,36,1,1,0
7892,Apartamento,0,1350,Vila Madalena,24,1,1,0
7893,Apartamento,536,2800,Brooklin,47,1,1,1
7894,Sala/Conjunto,0,1700,Santana,60,0,1,0
7895,Apartamento,480,1500,Brás,49,2,1,1
7896,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
7897,Apartamento,550,2000,Moema,54,1,1,1
7898,Apartamento,410,1800,Vila Mariana,44,1,1,0
7899,Apartamento,506,2100,Barra Funda,60,2,2,1
7900,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
7901,Sala/Conjunto,0,600,República,20,0,1,0
7902,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
7903,Apartamento,700,2300,Jaguaré,70,3,2,2
7904,Apartamento,724,1800,Vila Paulista,76,3,2,1
7905,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
7906,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
7907,Apartamento,781,1800,Sumaré,50,1,1,1
7908,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
7909,Apartamento,0,2600,Bela Vista,48,1,1,0
7910,Apartamento,0,4500,Perdizes,140,3,3,2
7911,Sala/Conjunto,0,1950,República,65,0,2,0
7912,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
7913,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
7914,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
7915,Apartamento,250,1051,Liberdade,30,1,1,0
7916,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
7917,Apartamento,650,1700,Consolação,50,2,1,1
7918,Apartamento,925,3999,Itaim Bibi,95,2,1,0
7919,Casa,2350,950,Jardim Japão,40,1,1,0
7920,Apartamento,590,1100,Vila Andrade,35,1,1,1
7921,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
7922,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
7923,Apartamento,651,1500,Vila Água Funda,75,2,2,1
7924,Apartamento,1150,3200,Vila Mariana,110,3,2,1
7925,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
7926,Apartamento,850,5900,Sumaré,74,2,3,2
7927,Apartamento,450,3200,Indianópolis,36,1,1,0
7928,Apartamento,0,1350,Vila Madalena,24,1,1,0
7929,Apartamento,536,2800,Brooklin,47,1,1,1
7930,Sala/Conjunto,0,1700,Santana,60,0,1,0
7931,Apartamento,480,1500,Brás,49,2,1,1
7932,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
7933,Apartamento,550,2000,Moema,54,1,1,1
7934,Apartamento,410,1800,Vila Mariana,44,1,1,0
7935,Apartamento,506,2100,Barra Funda,60,2,2,1
7936,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
7937,Sala/Conjunto,0,600,República,20,0,1,0
7938,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
7939,Apartamento,700,2300,Jaguaré,70,3,2,2
7940,Apartamento,724,1800,Vila Paulista,76,3,2,1
7941,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
7942,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
7943,Apartamento,781,1800,Sumaré,50,1,1,1
7944,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
7945,Apartamento,0,2600,Bela Vista,48,1,1,0
7946,Apartamento,0,4500,Perdizes,140,3,3,2
7947,Sala/Conjunto,0,1950,República,65,0,2,0
7948,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
7949,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
7950,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
7951,Apartamento,250,1051,Liberdade,30,1,1,0
7952,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
7953,Apartamento,650,1700,Consolação,50,2,1,1
7954,Apartamento,925,3999,Itaim Bibi,95,2,1,0
7955,Casa,2350,950,Jardim Japão,40,1,1,0
7956,Apartamento,590,1100,Vila Andrade,35,1,1,1
7957,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
7958,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
7959,Apartamento,651,1500,Vila Água Funda,75,2,2,1
7960,Apartamento,1150,3200,Vila Mariana,110,3,2,1
7961,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
7962,Apartamento,850,5900,Sumaré,74,2,3,2
7963,Apartamento,450,3200,Indianópolis,36,1,1,0
7964,Apartamento,0,1350,Vila Madalena,24,1,1,0
7965,Apartamento,536,2800,Brooklin,47,1,1,1
7966,Sala/Conjunto,0,1700,Santana,60,0,1,0
7967,Apartamento,480,1500,Brás,49,2,1,1
7968,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
7969,Apartamento,550,2000,Moema,54,1,1,1
7970,Apartamento,410,1800,Vila Mariana,44,1,1,0
7971,Apartamento,506,2100,Barra Funda,60,2,2,1
7972,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
7973,Sala/Conjunto,0,600,República,20,0,1,0
7974,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
7975,Apartamento,700,2300,Jaguaré,70,3,2,2
7976,Apartamento,724,1800,Vila Paulista,76,3,2,1
7977,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
7978,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
7979,Apartamento,781,1800,Sumaré,50,1,1,1
7980,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
7981,Apartamento,0,2600,Bela Vista,48,1,1,0
7982,Apartamento,0,4500,Perdizes,140,3,3,2
7983,Sala/Conjunto,0,1950,República,65,0,2,0
7984,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
7985,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
7986,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
7987,Apartamento,250,1051,Liberdade,30,1,1,0
7988,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
7989,Apartamento,650,1700,Consolação,50,2,1,1
7990,Apartamento,925,3999,Itaim Bibi,95,2,1,0
7991,Casa,2350,950,Jardim Japão,40,1,1,0
7992,Apartamento,590,1100,Vila Andrade,35,1,1,1
7993,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
7994,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
7995,Apartamento,651,1500,Vila Água Funda,75,2,2,1
7996,Apartamento,1150,3200,Vila Mariana,110,3,2,1
7997,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
7998,Apartamento,850,5900,Sumaré,74,2,3,2
7999,Apartamento,450,3200,Indianópolis,36,1,1,0
8000,Apartamento,0,1350,Vila Madalena,24,1,1,0
8001,Apartamento,536,2800,Brooklin,47,1,1,1
8002,Sala/Conjunto,0,1700,Santana,60,0,1,0
8003,Apartamento,480,1500,Brás,49,2,1,1
8004,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
8005,Apartamento,550,2000,Moema,54,1,1,1
8006,Apartamento,410,1800,Vila Mariana,44,1,1,0
8007,Apartamento,506,2100,Barra Funda,60,2,2,1
8008,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
8009,Sala/Conjunto,0,600,República,20,0,1,0
8010,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
8011,Apartamento,700,2300,Jaguaré,70,3,2,2
8012,Apartamento,724,1800,Vila Paulista,76,3,2,1
8013,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
8014,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
8015,Apartamento,781,1800,Sumaré,50,1,1,1
8016,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
8017,Apartamento,0,2600,Bela Vista,48,1,1,0
8018,Apartamento,0,4500,Perdizes,140,3,3,2
8019,Sala/Conjunto,0,1950,República,65,0,2,0
8020,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
8021,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
8022,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
8023,Apartamento,250,1051,Liberdade,30,1,1,0
8024,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
8025,Apartamento,650,1700,Consolação,50,2,1,1
8026,Apartamento,925,3999,Itaim Bibi,95,2,1,0
8027,Casa,2350,950,Jardim Japão,40,1,1,0
8028,Apartamento,590,1100,Vila Andrade,35,1,1,1
8029,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
8030,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
8031,Apartamento,651,1500,Vila Água Funda,75,2,2,1
8032,Apartamento,1150,3200,Vila Mariana,110,3,2,1
8033,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
8034,Apartamento,850,5900,Sumaré,74,2,3,2
8035,Apartamento,450,3200,Indianópolis,36,1,1,0
8036,Apartamento,0,1350,Vila Madalena,24,1,1,0
8037,Apartamento,536,2800,Brooklin,47,1,1,1
8038,Sala/Conjunto,0,1700,Santana,60,0,1,0
8039,Apartamento,480,1500,Brás,49,2,1,1
8040,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
8041,Apartamento,550,2000,Moema,54,1,1,1
8042,Apartamento,410,1800,Vila Mariana,44,1,1,0
8043,Apartamento,506,2100,Barra Funda,60,2,2,1
8044,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
8045,Sala/Conjunto,0,600,República,20,0,1,0
8046,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
8047,Apartamento,700,2300,Jaguaré,70,3,2,2
8048,Apartamento,724,1800,Vila Paulista,76,3,2,1
8049,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
8050,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
8051,Apartamento,781,1800,Sumaré,50,1,1,1
8052,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
8053,Apartamento,0,2600,Bela Vista,48,1,1,0
8054,Apartamento,0,4500,Perdizes,140,3,3,2
8055,Sala/Conjunto,0,1950,República,65,0,2,0
8056,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
8057,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
8058,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
8059,Apartamento,250,1051,Liberdade,30,1,1,0
8060,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
8061,Apartamento,650,1700,Consolação,50,2,1,1
8062,Apartamento,925,3999,Itaim Bibi,95,2,1,0
8063,Casa,2350,950,Jardim Japão,40,1,1,0
8064,Apartamento,590,1100,Vila Andrade,35,1,1,1
8065,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
8066,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
8067,Apartamento,651,1500,Vila Água Funda,75,2,2,1
8068,Apartamento,1150,3200,Vila Mariana,110,3,2,1
8069,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
8070,Apartamento,850,5900,Sumaré,74,2,3,2
8071,Apartamento,450,3200,Indianópolis,36,1,1,0
8072,Apartamento,0,1350,Vila Madalena,24,1,1,0
8073,Apartamento,536,2800,Brooklin,47,1,1,1
8074,Sala/Conjunto,0,1700,Santana,60,0,1,0
8075,Apartamento,480,1500,Brás,49,2,1,1
8076,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
8077,Apartamento,550,2000,Moema,54,1,1,1
8078,Apartamento,410,1800,Vila Mariana,44,1,1,0
8079,Apartamento,506,2100,Barra Funda,60,2,2,1
8080,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
8081,Sala/Conjunto,0,600,República,20,0,1,0
8082,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
8083,Apartamento,700,2300,Jaguaré,70,3,2,2
8084,Apartamento,724,1800,Vila Paulista,76,3,2,1
8085,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
8086,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
8087,Apartamento,781,1800,Sumaré,50,1,1,1
8088,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
8089,Apartamento,0,2600,Bela Vista,48,1,1,0
8090,Apartamento,0,4500,Perdizes,140,3,3,2
8091,Sala/Conjunto,0,1950,República,65,0,2,0
8092,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
8093,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
8094,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
8095,Apartamento,250,1051,Liberdade,30,1,1,0
8096,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
8097,Apartamento,650,1700,Consolação,50,2,1,1
8098,Apartamento,925,3999,Itaim Bibi,95,2,1,0
8099,Casa,2350,950,Jardim Japão,40,1,1,0
8100,Apartamento,590,1100,Vila Andrade,35,1,1,1
8101,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
8102,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
8103,Apartamento,651,1500,Vila Água Funda,75,2,2,1
8104,Apartamento,1150,3200,Vila Mariana,110,3,2,1
8105,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
8106,Apartamento,850,5900,Sumaré,74,2,3,2
8107,Apartamento,450,3200,Indianópolis,36,1,1,0
8108,Apartamento,0,1350,Vila Madalena,24,1,1,0
8109,Apartamento,536,2800,Brooklin,47,1,1,1
8110,Sala/Conjunto,0,1700,Santana,60,0,1,0
8111,Apartamento,480,1500,Brás,49,2,1,1
8112,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
8113,Apartamento,550,2000,Moema,54,1,1,1
8114,Apartamento,410,1800,Vila Mariana,44,1,1,0
8115,Apartamento,506,2100,Barra Funda,60,2,2,1
8116,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
8117,Sala/Conjunto,0,600,República,20,0,1,0
8118,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
8119,Apartamento,700,2300,Jaguaré,70,3,2,2
8120,Apartamento,724,1800,Vila Paulista,76,3,2,1
8121,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
8122,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
8123,Apartamento,781,1800,Sumaré,50,1,1,1
8124,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
8125,Apartamento,0,2600,Bela Vista,48,1,1,0
8126,Apartamento,0,4500,Perdizes,140,3,3,2
8127,Sala/Conjunto,0,1950,República,65,0,2,0
8128,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
8129,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
8130,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
8131,Apartamento,250,1051,Liberdade,30,1,1,0
8132,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
8133,Apartamento,650,1700,Consolação,50,2,1,1
8134,Apartamento,925,3999,Itaim Bibi,95,2,1,0
8135,Casa,2350,950,Jardim Japão,40,1,1,0
8136,Apartamento,590,1100,Vila Andrade,35,1,1,1
8137,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
8138,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
8139,Apartamento,651,1500,Vila Água Funda,75,2,2,1
8140,Apartamento,1150,3200,Vila Mariana,110,3,2,1
8141,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
8142,Apartamento,850,5900,Sumaré,74,2,3,2
8143,Apartamento,450,3200,Indianópolis,36,1,1,0
8144,Apartamento,0,1350,Vila Madalena,24,1,1,0
8145,Apartamento,536,2800,Brooklin,47,1,1,1
8146,Sala/Conjunto,0,1700,Santana,60,0,1,0
8147,Apartamento,480,1500,Brás,49,2,1,1
8148,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
8149,Apartamento,550,2000,Moema,54,1,1,1
8150,Apartamento,410,1800,Vila Mariana,44,1,1,0
8151,Apartamento,506,2100,Barra Funda,60,2,2,1
8152,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
8153,Sala/Conjunto,0,600,República,20,0,1,0
8154,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
8155,Apartamento,700,2300,Jaguaré,70,3,2,2
8156,Apartamento,724,1800,Vila Paulista,76,3,2,1
8157,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
8158,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
8159,Apartamento,781,1800,Sumaré,50,1,1,1
8160,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
8161,Apartamento,0,2600,Bela Vista,48,1,1,0
8162,Apartamento,0,4500,Perdizes,140,3,3,2
8163,Sala/Conjunto,0,1950,República,65,0,2,0
8164,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
8165,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
8166,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
8167,Apartamento,250,1051,Liberdade,30,1,1,0
8168,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
8169,Apartamento,650,1700,Consolação,50,2,1,1
8170,Apartamento,925,3999,Itaim Bibi,95,2,1,0
8171,Casa,2350,950,Jardim Japão,40,1,1,0
8172,Apartamento,590,1100,Vila Andrade,35,1,1,1
8173,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
8174,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
8175,Apartamento,651,1500,Vila Água Funda,75,2,2,1
8176,Apartamento,1150,3200,Vila Mariana,110,3,2,1
8177,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
8178,Apartamento,850,5900,Sumaré,74,2,3,2
8179,Apartamento,450,3200,Indianópolis,36,1,1,0
8180,Apartamento,0,1350,Vila Madalena,24,1,1,0
8181,Apartamento,536,2800,Brooklin,47,1,1,1
8182,Sala/Conjunto,0,1700,Santana,60,0,1,0
8183,Apartamento,480,1500,Brás,49,2,1,1
8184,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
8185,Apartamento,550,2000,Moema,54,1,1,1
8186,Apartamento,410,1800,Vila Mariana,44,1,1,0
8187,Apartamento,506,2100,Barra Funda,60,2,2,1
8188,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
8189,Sala/Conjunto,0,600,República,20,0,1,0
8190,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
8191,Apartamento,700,2300,Jaguaré,70,3,2,2
8192,Apartamento,724,1800,Vila Paulista,76,3,2,1
8193,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
8194,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
8195,Apartamento,781,1800,Sumaré,50,1,1,1
8196,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
8197,Apartamento,0,2600,Bela Vista,48,1,1,0
8198,Apartamento,0,4500,Perdizes,140,3,3,2
8199,Sala/Conjunto,0,1950,República,65,0,2,0
8200,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
8201,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
8202,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
8203,Apartamento,250,1051,Liberdade,30,1,1,0
8204,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
8205,Apartamento,650,1700,Consolação,50,2,1,1
8206,Apartamento,925,3999,Itaim Bibi,95,2,1,0
8207,Casa,2350,950,Jardim Japão,40,1,1,0
8208,Apartamento,590,1100,Vila Andrade,35,1,1,1
8209,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
8210,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
8211,Apartamento,651,1500,Vila Água Funda,75,2,2,1
8212,Apartamento,1150,3200,Vila Mariana,110,3,2,1
8213,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
8214,Apartamento,850,5900,Sumaré,74,2,3,2
8215,Apartamento,450,3200,Indianópolis,36,1,1,0
8216,Apartamento,0,1350,Vila Madalena,24,1,1,0
8217,Apartamento,536,2800,Brooklin,47,1,1,1
8218,Sala/Conjunto,0,1700,Santana,60,0,1,0
8219,Apartamento,480,1500,Brás,49,2,1,1
8220,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
8221,Apartamento,550,2000,Moema,54,1,1,1
8222,Apartamento,410,1800,Vila Mariana,44,1,1,0
8223,Apartamento,506,2100,Barra Funda,60,2,2,1
8224,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
8225,Sala/Conjunto,0,600,República,20,0,1,0
8226,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
8227,Apartamento,700,2300,Jaguaré,70,3,2,2
8228,Apartamento,724,1800,Vila Paulista,76,3,2,1
8229,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
8230,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
8231,Apartamento,781,1800,Sumaré,50,1,1,1
8232,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
8233,Apartamento,0,2600,Bela Vista,48,1,1,0
8234,Apartamento,0,4500,Perdizes,140,3,3,2
8235,Sala/Conjunto,0,1950,República,65,0,2,0
8236,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
8237,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
8238,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
8239,Apartamento,250,1051,Liberdade,30,1,1,0
8240,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
8241,Apartamento,650,1700,Consolação,50,2,1,1
8242,Apartamento,925,3999,Itaim Bibi,95,2,1,0
8243,Casa,2350,950,Jardim Japão,40,1,1,0
8244,Apartamento,590,1100,Vila Andrade,35,1,1,1
8245,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
8246,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
8247,Apartamento,651,1500,Vila Água Funda,75,2,2,1
8248,Apartamento,1150,3200,Vila Mariana,110,3,2,1
8249,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
8250,Apartamento,850,5900,Sumaré,74,2,3,2
8251,Apartamento,450,3200,Indianópolis,36,1,1,0
8252,Apartamento,0,1350,Vila Madalena,24,1,1,0
8253,Apartamento,536,2800,Brooklin,47,1,1,1
8254,Sala/Conjunto,0,1700,Santana,60,0,1,0
8255,Apartamento,480,1500,Brás,49,2,1,1
8256,Apartamento,4800,23000,Jardim Paulista,200,3,4,4
8257,Apartamento,550,2000,Moema,54,1,1,1
8258,Apartamento,410,1800,Vila Mariana,44,1,1,0
8259,Apartamento,506,2100,Barra Funda,60,2,2,1
8260,Sala/Conjunto,0,1900,Vila Leopoldina,40,0,1,1
8261,Sala/Conjunto,0,600,República,20,0,1,0
8262,Apartamento,2766,22000,Jardim Paulista,168,3,3,2
8263,Apartamento,700,2300,Jaguaré,70,3,2,2
8264,Apartamento,724,1800,Vila Paulista,76,3,2,1
8265,Sala/Conjunto,0,950,Vila Romana,25,0,1,0
8266,Apartamento,1600,3380,Jardim Paulista,57,1,1,1
8267,Apartamento,781,1800,Sumaré,50,1,1,1
8268,Sala/Conjunto,0,1000,Barra Funda,34,0,2,1
8269,Apartamento,0,2600,Bela Vista,48,1,1,0
8270,Apartamento,0,4500,Perdizes,140,3,3,2
8271,Sala/Conjunto,0,1950,República,65,0,2,0
8272,Apartamento,605,2100,Jardim Ampliação,73,3,2,2
8273,Apartamento,1850,9500,Itaim Bibi,125,3,4,2
8274,Apartamento,1100,6900,Vila Olímpia,52,1,2,1
8275,Apartamento,250,1051,Liberdade,30,1,1,0
8276,Sala/Conjunto,0,2800,Santa Cecília,88,0,2,0
8277,Apartamento,650,1700,Consolação,50,2,1,1
8278,Apartamento,925,3999,Itaim Bibi,95,2,1,0
8279,Casa,2350,950,Jardim Japão,40,1,1,0
8280,Apartamento,590,1100,Vila Andrade,35,1,1,1
8281,Apartamento,1190,7750,Itaim Bibi,117,2,2,1
8282,Sala/Conjunto,0,2500,Brooklin,70,0,2,3
8283,Apartamento,651,1500,Vila Água Funda,75,2,2,1
8284,Apartamento,1150,3200,Vila Mariana,110,3,2,1
8285,Apartamento,600,8500,Vila Nova Conceição,100,3,3,1
8286,Apartamento,850,5900,Sumaré,74,2,3,2
8287,Apartamento,450,3200,Indianópolis,36,1,1,0
8288,Apartamento,0,1350,Vila Madalena,24,1,1,0
8289,Apartamento,536,2800,Brooklin,47,1,1,1
